project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk,snapshot_year_month
PAIM-1409,Project PAIM-1409 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,4080.87,4765.9,3633.8,73.0,2012-01-01,2016-01-10,2017-07-09,2016-10-06,26,16.79,1,2016_10
PAIM-1409,Project PAIM-1409 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,4080.87,4765.9,3202.83,69.0,2012-01-01,2016-01-10,2017-07-09,2017-06-03,26,16.79,1,2017_06
PAIM-1409,Project PAIM-1409 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,4080.87,4765.9,3010.12,65.0,2012-01-01,2016-01-10,2017-07-09,2018-01-29,26,16.79,1,2018_01
PAIM-1409,Project PAIM-1409 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,4080.87,4765.9,3063.8,61.0,2012-01-01,2016-01-10,2017-07-09,2018-09-26,26,16.79,1,2018_09
PAIM-1409,Project PAIM-1409 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,4080.87,4765.9,2488.17,60.0,2012-01-01,2016-01-10,2017-07-09,2019-05-24,26,16.79,1,2019_05
PAIM-1409,Project PAIM-1409 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,4080.87,4765.9,2939.93,60.0,2012-01-01,2016-01-10,2017-07-09,2020-01-19,26,16.79,1,2020_01
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,3651.89,239.44,7.2,2009-05-01,2013-10-07,2013-10-07,2010-02-25,26,10.51,1,2010_02
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,3801.08,708.03,16.4,2009-05-01,2013-10-07,2015-04-06,2010-10-23,26,10.51,1,2010_10
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,3886.34,1054.61,27.6,2009-05-01,2013-10-07,2015-04-06,2011-06-20,26,10.51,1,2011_06
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,3971.59,1440.77,40.2,2009-05-01,2013-10-07,2015-04-06,2012-02-15,26,10.51,1,2012_02
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,1985.85,54.1,2009-05-01,2013-10-07,2015-04-06,2012-10-12,26,10.51,1,2012_10
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,2601.33,69.0,2009-05-01,2013-10-07,2015-04-06,2013-06-09,26,10.51,1,2013_06
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,3596.02,77.5,2009-05-01,2013-10-07,2015-04-06,2014-02-04,26,10.51,1,2014_02
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,2785.97,74.2,2009-05-01,2013-10-07,2015-04-06,2014-10-02,26,10.51,1,2014_10
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,2710.41,70.8,2009-05-01,2013-10-07,2015-04-06,2015-05-30,26,10.51,1,2015_05
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,2854.18,67.5,2009-05-01,2013-10-07,2015-04-06,2016-01-25,26,10.51,1,2016_01
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,2430.67,64.2,2009-05-01,2013-10-07,2015-04-06,2016-09-21,26,10.51,1,2016_09
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,4035.53,2244.41,60.8,2009-05-01,2013-10-07,2015-04-06,2017-05-19,26,10.51,1,2017_05
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1034.4,75.87,8.6,2017-01-01,2020-07-14,2020-07-14,2017-10-28,45,35.69,1,2017_10
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1177.98,221.87,19.4,2017-01-01,2020-07-14,2023-02-13,2018-06-25,45,35.69,1,2018_06
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1260.02,465.19,32.9,2017-01-01,2020-07-14,2023-02-13,2019-02-20,45,35.69,1,2019_02
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1342.06,696.39,48.4,2017-01-01,2020-07-14,2023-02-13,2019-10-18,45,35.69,1,2019_10
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,931.17,65.5,2017-01-01,2020-07-14,2023-02-13,2020-06-14,45,35.69,1,2020_06
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,927.53,65.5,2017-01-01,2020-07-14,2023-02-13,2021-02-09,45,35.69,1,2021_02
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,803.69,60.0,2017-01-01,2020-07-14,2023-02-13,2021-10-07,45,35.69,1,2021_10
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,847.34,60.0,2017-01-01,2020-07-14,2023-02-13,2022-06-04,45,35.69,1,2022_06
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,881.41,60.0,2017-01-01,2020-07-14,2023-02-13,2023-01-30,45,35.69,1,2023_01
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,821.53,60.0,2017-01-01,2020-07-14,2023-02-13,2023-09-27,45,35.69,1,2023_09
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,896.26,60.0,2017-01-01,2020-07-14,2023-02-13,2024-05-24,45,35.69,1,2024_05
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,933.42,60.0,2017-01-01,2020-07-14,2023-02-13,2025-01-19,45,35.69,1,2025_01
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,5890.33,335.95,6.2,2009-08-01,2013-11-08,2013-11-08,2010-05-28,62,10.97,1,2010_05
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6141.63,976.0,14.0,2009-08-01,2013-11-08,2017-06-02,2011-01-23,62,10.97,1,2011_01
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6285.23,1708.72,23.9,2009-08-01,2013-11-08,2017-06-02,2011-09-20,62,10.97,1,2011_09
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6428.83,2001.14,35.4,2009-08-01,2013-11-08,2017-06-02,2012-05-17,62,10.97,1,2012_05
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,2686.61,48.1,2009-08-01,2013-11-08,2017-06-02,2013-01-12,62,10.97,1,2013_01
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,3634.74,61.9,2009-08-01,2013-11-08,2017-06-02,2013-09-09,62,10.97,1,2013_09
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,4805.88,64.0,2009-08-01,2013-11-08,2017-06-02,2014-05-07,62,10.97,1,2014_05
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,3545.41,60.0,2009-08-01,2013-11-08,2017-06-02,2015-01-02,62,10.97,1,2015_01
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,3924.92,60.0,2009-08-01,2013-11-08,2017-06-02,2015-08-30,62,10.97,1,2015_08
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,4331.86,60.0,2009-08-01,2013-11-08,2017-06-02,2016-04-26,62,10.97,1,2016_04
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,3357.63,60.0,2009-08-01,2013-11-08,2017-06-02,2016-12-22,62,10.97,1,2016_12
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,4044.86,60.0,2009-08-01,2013-11-08,2017-06-02,2017-08-19,62,10.97,1,2017_08
PAIM-1413,Project PAIM-1413 - Solar Park Development,Railways,Ministry of Railways,GAIL,Rajasthan,3744.62,3744.62,1424.63,34.9,2022-10-01,2025-02-17,2025-02-17,2023-07-28,0,3.7,0,2023_07
PAIM-1413,Project PAIM-1413 - Solar Park Development,Railways,Ministry of Railways,GAIL,Rajasthan,3744.62,3744.62,2284.34,61.8,2022-10-01,2025-02-17,2025-02-17,2024-03-24,0,3.7,0,2024_03
PAIM-1413,Project PAIM-1413 - Solar Park Development,Railways,Ministry of Railways,GAIL,Rajasthan,3744.62,3744.62,3381.24,87.5,2022-10-01,2025-02-17,2025-02-17,2024-11-19,0,3.7,0,2024_11
PAIM-1413,Project PAIM-1413 - Solar Park Development,Railways,Ministry of Railways,GAIL,Rajasthan,3744.62,3744.62,3744.62,100.0,2022-10-01,2025-02-17,2025-02-17,2025-07-17,0,3.7,0,2025_07
PAIM-1413,Project PAIM-1413 - Solar Park Development,Railways,Ministry of Railways,GAIL,Rajasthan,3744.62,3744.62,3744.62,100.0,2022-10-01,2025-02-17,2025-02-17,2026-03-14,0,3.7,0,2026_03
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,2363.04,371.17,13.8,2017-02-01,2019-11-18,2019-11-18,2017-11-28,31,29.5,1,2017_11
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,2634.16,824.38,31.3,2017-02-01,2019-11-18,2021-08-30,2018-07-26,31,29.5,1,2018_07
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,2789.09,1291.41,52.4,2017-02-01,2019-11-18,2021-08-30,2019-03-23,31,29.5,1,2019_03
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,2944.01,2203.47,76.2,2017-02-01,2019-11-18,2021-08-30,2019-11-18,31,29.5,1,2019_11
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,2271.56,74.7,2017-02-01,2019-11-18,2021-08-30,2020-07-15,31,29.5,1,2020_07
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,2373.3,69.3,2017-02-01,2019-11-18,2021-08-30,2021-03-12,31,29.5,1,2021_03
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,1896.72,64.0,2017-02-01,2019-11-18,2021-08-30,2021-11-07,31,29.5,1,2021_11
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,2085.83,60.0,2017-02-01,2019-11-18,2021-08-30,2022-07-05,31,29.5,1,2022_07
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,1827.94,60.0,2017-02-01,2019-11-18,2021-08-30,2023-03-02,31,29.5,1,2023_03
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,2097.1,60.0,2017-02-01,2019-11-18,2021-08-30,2023-10-28,31,29.5,1,2023_10
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,1565.22,60.0,2017-02-01,2019-11-18,2021-08-30,2024-06-24,31,29.5,1,2024_06
PAIM-1414,Project PAIM-1414 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Karnataka,2363.04,3060.21,2055.81,60.0,2017-02-01,2019-11-18,2021-08-30,2025-02-19,31,29.5,1,2025_02
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,6053.71,814.49,15.5,2015-07-01,2018-01-16,2018-01-16,2016-04-26,27,15.75,1,2016_04
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,6424.42,2149.1,35.3,2015-07-01,2018-01-16,2019-08-06,2016-12-22,27,15.75,1,2016_12
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,6636.25,3502.78,59.1,2015-07-01,2018-01-16,2019-08-06,2017-08-19,27,15.75,1,2017_08
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,6848.09,5641.52,77.5,2015-07-01,2018-01-16,2019-08-06,2018-04-16,27,15.75,1,2018_04
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,5060.67,71.5,2015-07-01,2018-01-16,2019-08-06,2018-12-12,27,15.75,1,2018_12
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,4099.17,65.5,2015-07-01,2018-01-16,2019-08-06,2019-08-09,27,15.75,1,2019_08
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,3585.21,60.0,2015-07-01,2018-01-16,2019-08-06,2020-04-05,27,15.75,1,2020_04
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,4592.84,60.0,2015-07-01,2018-01-16,2019-08-06,2020-12-01,27,15.75,1,2020_12
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,3795.78,60.0,2015-07-01,2018-01-16,2019-08-06,2021-07-29,27,15.75,1,2021_07
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,4338.14,60.0,2015-07-01,2018-01-16,2019-08-06,2022-03-26,27,15.75,1,2022_03
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,3998.49,60.0,2015-07-01,2018-01-16,2019-08-06,2022-11-21,27,15.75,1,2022_11
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,4312.0,60.0,2015-07-01,2018-01-16,2019-08-06,2023-07-19,27,15.75,1,2023_07
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,529.24,25.5,2002-01-01,2005-05-15,2005-05-15,2002-10-28,0,1.6,0,2002_10
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1037.81,45.3,2002-01-01,2005-05-15,2005-05-15,2003-06-25,0,1.6,0,2003_06
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1324.07,64.1,2002-01-01,2005-05-15,2005-05-15,2004-02-20,0,1.6,0,2004_02
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1641.25,82.3,2002-01-01,2005-05-15,2005-05-15,2004-10-17,0,1.6,0,2004_10
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,2011.63,100.0,2002-01-01,2005-05-15,2005-05-15,2005-06-14,0,1.6,0,2005_06
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,2011.63,100.0,2002-01-01,2005-05-15,2005-05-15,2006-02-09,0,1.6,0,2006_02
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,2011.63,100.0,2002-01-01,2005-05-15,2005-05-15,2006-10-07,0,1.6,0,2006_10
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1904.8,100.0,2002-01-01,2005-05-15,2005-05-15,2007-06-04,0,1.6,0,2007_06
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1853.07,100.0,2002-01-01,2005-05-15,2005-05-15,2008-01-30,0,1.6,0,2008_01
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1868.38,100.0,2002-01-01,2005-05-15,2005-05-15,2008-09-26,0,1.6,0,2008_09
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,2011.63,100.0,2002-01-01,2005-05-15,2005-05-15,2009-05-24,0,1.6,0,2009_05
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,2011.63,100.0,2002-01-01,2005-05-15,2005-05-15,2010-01-19,0,1.6,0,2010_01
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,5474.82,167.58,3.3,2012-12-01,2017-07-08,2017-07-08,2013-09-27,37,13.33,1,2013_09
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,5758.59,464.46,7.2,2012-12-01,2017-07-08,2019-08-24,2014-05-25,37,13.33,1,2014_05
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,5920.74,844.43,13.0,2012-12-01,2017-07-08,2019-08-24,2015-01-20,37,13.33,1,2015_01
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6082.89,1302.52,20.3,2012-12-01,2017-07-08,2019-08-24,2015-09-17,37,13.33,1,2015_09
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,1887.94,28.7,2012-12-01,2017-07-08,2019-08-24,2016-05-14,37,13.33,1,2016_05
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,2922.25,44.1,2012-12-01,2017-07-08,2019-08-24,2017-01-09,37,13.33,1,2017_01
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,4217.01,60.0,2012-12-01,2017-07-08,2019-08-24,2017-09-06,37,13.33,1,2017_09
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,4093.7,60.0,2012-12-01,2017-07-08,2019-08-24,2018-05-04,37,13.33,1,2018_05
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,3860.51,60.0,2012-12-01,2017-07-08,2019-08-24,2018-12-30,37,13.33,1,2018_12
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,3907.78,60.0,2012-12-01,2017-07-08,2019-08-24,2019-08-27,37,13.33,1,2019_08
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,3403.01,60.0,2012-12-01,2017-07-08,2019-08-24,2020-04-23,37,13.33,1,2020_04
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,6204.51,3898.4,60.0,2012-12-01,2017-07-08,2019-08-24,2020-12-19,37,13.33,1,2020_12
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,6883.46,808.11,11.4,2008-04-01,2011-05-16,2011-05-16,2009-01-26,17,24.54,1,2009_01
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,7540.4,1898.01,25.8,2008-04-01,2011-05-16,2012-05-06,2009-09-23,17,24.54,1,2009_09
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,7915.8,3365.21,43.4,2008-04-01,2011-05-16,2012-05-06,2010-05-21,17,24.54,1,2010_05
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8291.19,4538.81,63.2,2008-04-01,2011-05-16,2012-05-06,2011-01-16,17,24.54,1,2011_01
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,6435.63,74.7,2008-04-01,2011-05-16,2012-05-06,2011-09-13,17,24.54,1,2011_09
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,5949.36,69.3,2008-04-01,2011-05-16,2012-05-06,2012-05-10,17,24.54,1,2012_05
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4909.72,64.0,2008-04-01,2011-05-16,2012-05-06,2013-01-05,17,24.54,1,2013_01
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4532.33,60.0,2008-04-01,2011-05-16,2012-05-06,2013-09-02,17,24.54,1,2013_09
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4562.78,60.0,2008-04-01,2011-05-16,2012-05-06,2014-04-30,17,24.54,1,2014_04
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4527.99,60.0,2008-04-01,2011-05-16,2012-05-06,2014-12-26,17,24.54,1,2014_12
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,5312.93,60.0,2008-04-01,2011-05-16,2012-05-06,2015-08-23,17,24.54,1,2015_08
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4675.29,60.0,2008-04-01,2011-05-16,2012-05-06,2016-04-19,17,24.54,1,2016_04
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,2164.32,29.5,2004-06-01,2007-04-17,2007-04-17,2005-03-28,0,2.7,0,2005_03
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,4258.17,52.2,2004-06-01,2007-04-17,2007-04-17,2005-11-23,0,2.7,0,2005_11
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,4842.29,73.9,2004-06-01,2007-04-17,2007-04-17,2006-07-21,0,2.7,0,2006_07
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,7286.06,94.8,2004-06-01,2007-04-17,2007-04-17,2007-03-18,0,2.7,0,2007_03
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,7286.06,100.0,2004-06-01,2007-04-17,2007-04-17,2007-11-13,0,2.7,0,2007_11
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,6471.15,100.0,2004-06-01,2007-04-17,2007-04-17,2008-07-10,0,2.7,0,2008_07
